,series_animedb_id,series_title,series_type,series_episodes,my_watched_episodes,my_status,completion_rate
247,51213.0,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,TV,12.0,12.0,Completed,100.0
248,22535.0,Kiseijuu: Sei no Kakuritsu,TV,24.0,24.0,Completed,100.0
249,7593.0,Kiss x Sis (TV),TV,12.0,12.0,Completed,100.0
250,33206.0,Kobayashi-san Chi no Maid Dragon,TV,13.0,13.0,Completed,100.0
251,39247.0,Kobayashi-san Chi no Maid Dragon S,TV,12.0,12.0,Completed,100.0
252,28851.0,Koe no Katachi,Movie,1.0,1.0,Completed,100.0
253,41103.0,Koi to Yobu ni wa Kimochi Warui,TV,12.0,12.0,Completed,100.0
254,11887.0,Kokoro Connect,TV,13.0,13.0,Completed,100.0
255,48926.0,"Komi-san wa, Comyushou desu.",TV,12.0,12.0,Completed,100.0
256,35434.0,Konbini Kareshi,TV,12.0,12.0,Completed,100.0
257,59361.0,Kono Kaisha ni Suki na Hito ga Imasu,TV,12.0,2.0,Watching,16.666666666666664
258,30831.0,Kono Subarashii Sekai ni Shukufuku wo!,TV,10.0,10.0,Completed,100.0
259,32937.0,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,10.0,10.0,Completed,100.0
260,49458.0,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11.0,0.0,Plan to Watch,0.0
261,38040.0,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1.0,1.0,Completed,100.0
262,15379.0,Kotoura-san,TV,12.0,12.0,Completed,100.0
263,43.0,Koukaku Kidoutai,Movie,1.0,1.0,Completed,100.0
264,28623.0,Koutetsujou no Kabaneri,TV,12.0,12.0,Completed,100.0
265,11771.0,Kuroko no Basket,TV,25.0,25.0,Completed,100.0
266,16894.0,Kuroko no Basket 2nd Season,TV,25.0,25.0,Completed,100.0
267,24415.0,Kuroko no Basket 3rd Season,TV,25.0,25.0,Completed,100.0
268,4898.0,Kuroshitsuji,TV,24.0,24.0,Completed,100.0
269,6707.0,Kuroshitsuji II,TV,12.0,12.0,Completed,100.0
270,22145.0,Kuroshitsuji: Book of Circus,TV,10.0,10.0,Completed,100.0
271,55855.0,Kuroshitsuji: Kishuku Gakkou-hen,TV,11.0,11.0,Completed,100.0
272,18153.0,Kyoukai no Kanata,TV,12.0,12.0,Completed,100.0
273,54617.0,Kyuujitsu no Warumono-san,TV,12.0,12.0,Completed,100.0
274,17265.0,Log Horizon,TV,25.0,25.0,Completed,100.0
275,32526.0,Love Live! Sunshine!!,TV,13.0,10.0,On-Hold,76.92307692307693
276,34599.0,Made in Abyss,TV,13.0,13.0,Completed,100.0
277,41084.0,Made in Abyss: Retsujitsu no Ougonkyou,TV,12.0,12.0,Completed,100.0
278,31741.0,Magi: Sinbad no Bouken (TV),TV,13.0,13.0,Completed,100.0
279,9756.0,Mahou Shoujo Madoka★Magica,TV,12.0,12.0,Completed,100.0
280,20785.0,Mahouka Koukou no Rettousei,TV,26.0,26.0,Completed,100.0
281,50713.0,Mahouka Koukou no Rettousei 3rd Season,TV,13.0,13.0,Completed,100.0
282,35062.0,Mahoutsukai no Yome,TV,24.0,24.0,Completed,100.0
283,15565.0,Maken-Ki! Two,TV,10.0,10.0,Completed,100.0
284,49470.0,Mamahaha no Tsurego ga Motokano datta,TV,12.0,12.0,Completed,100.0
285,48418.0,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",TV,12.0,12.0,Completed,100.0
286,55813.0,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,TV,12.0,12.0,Completed,100.0
287,21603.0,Mekakucity Actors,TV,12.0,12.0,Completed,100.0
288,5962.0,Metal Fight Beyblade,TV,51.0,51.0,Completed,100.0
289,10620.0,Mirai Nikki (TV),TV,26.0,26.0,Completed,100.0
290,32182.0,Mob Psycho 100,TV,12.0,12.0,Completed,100.0
291,37510.0,Mob Psycho 100 II,TV,13.0,13.0,Completed,100.0
292,50172.0,Mob Psycho 100 III,TV,12.0,12.0,Completed,100.0
293,10389.0,Momo e no Tegami,Movie,1.0,1.0,Completed,100.0
294,58492.0,Mono,TV,0.0,0.0,Plan to Watch,0.0
295,19.0,Monster,TV,74.0,74.0,Completed,100.0
296,31442.0,Musaigen no Phantom World,TV,13.0,13.0,Completed,100.0
297,457.0,Mushishi,TV,26.0,26.0,Completed,100.0
298,21939.0,Mushishi Zoku Shou,TV,10.0,10.0,Completed,100.0
299,24701.0,Mushishi Zoku Shou 2nd Season,TV,10.0,10.0,Completed,100.0
300,24687.0,Mushishi Zoku Shou: Odoro no Michi,TV Special,1.0,1.0,Completed,100.0
301,21329.0,Mushishi: Hihamukage,TV Special,1.0,1.0,Completed,100.0
302,51179.0,Mushoku Tensei II: Isekai Ittara Honki Dasu,TV,12.0,12.0,Completed,100.0
303,55888.0,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,TV,12.0,12.0,Completed,100.0
304,39535.0,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11.0,11.0,Completed,100.0
305,45576.0,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,12.0,12.0,Completed,100.0
306,877.0,Nana,TV,47.0,47.0,Completed,100.0
307,23755.0,Nanatsu no Taizai,TV,24.0,24.0,Completed,100.0
308,34577.0,Nanatsu no Taizai: Imashime no Fukkatsu,TV,24.0,24.0,Completed,100.0
309,39701.0,Nanatsu no Taizai: Kamigami no Gekirin,TV,24.0,24.0,Completed,100.0
310,31722.0,Nanatsu no Taizai: Seisen no Shirushi,TV,4.0,4.0,Completed,100.0
311,38397.0,Nande Koko ni Sensei ga!?,TV,12.0,12.0,Completed,100.0
312,1735.0,Naruto: Shippuuden,TV,500.0,500.0,Completed,100.0
313,32983.0,Natsume Yuujinchou Go,TV,11.0,11.0,Completed,100.0
314,34591.0,Natsume Yuujinchou Roku,TV,11.0,11.0,Completed,100.0
315,38924.0,Nekopara,TV,12.0,12.0,Completed,100.0
316,31404.0,Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,12.0,12.0,Completed,100.0
317,10165.0,Nichijou,TV,26.0,26.0,Completed,100.0
318,54724.0,Nige Jouzu no Wakagimi,TV,12.0,12.0,Completed,100.0
319,56285.0,Ninja Kamui,TV,13.0,13.0,Completed,100.0
320,18897.0,Nisekoi,TV,20.0,20.0,Completed,100.0
321,19815.0,No Game No Life,TV,12.0,12.0,Completed,100.0
322,33674.0,No Game No Life: Zero,Movie,1.0,1.0,Completed,100.0
323,41345.0,Noblesse,TV,13.0,13.0,Completed,100.0
324,17549.0,Non Non Biyori,TV,12.0,12.0,Completed,100.0
325,39808.0,Non Non Biyori Nonstop,TV,12.0,12.0,Completed,100.0
326,20507.0,Noragami,TV,12.0,12.0,Completed,100.0
327,30503.0,Noragami Aragoto,TV,13.0,13.0,Completed,100.0
328,32962.0,Occultic;Nine,TV,12.0,12.0,Completed,100.0
329,28819.0,Okusama ga Seitokaichou!,TV,12.0,12.0,Completed,100.0
330,21.0,One Piece,TV,0.0,1032.0,Watching,inf
331,30276.0,One Punch Man,TV,12.0,12.0,Completed,100.0
332,34134.0,One Punch Man 2nd Season,TV,12.0,12.0,Completed,100.0
333,56838.0,"One Room, Hiatari Futsuu, Tenshi-tsuki.",TV,12.0,3.0,Watching,25.0
334,32729.0,Orange,TV,13.0,13.0,Completed,100.0
335,52299.0,Ore dake Level Up na Ken,TV,12.0,12.0,Completed,100.0
336,58567.0,Ore dake Level Up na Ken Season 2: Arise from the Shadow,TV,13.0,6.0,Watching,46.15384615384615
337,19369.0,Outbreak Company,TV,12.0,12.0,Completed,100.0
338,29803.0,Overlord,TV,13.0,13.0,Completed,100.0
339,35073.0,Overlord II,TV,13.0,13.0,Completed,100.0
340,37675.0,Overlord III,TV,13.0,13.0,Completed,100.0
341,48895.0,Overlord IV,TV,13.0,13.0,Completed,100.0
342,26243.0,Owari no Seraph,TV,12.0,12.0,Completed,100.0
343,28927.0,Owari no Seraph: Nagoya Kessen-hen,TV,12.0,12.0,Completed,100.0
344,5530.0,Pandora Hearts,TV,25.0,25.0,Completed,100.0
345,27775.0,Plastic Memories,TV,13.0,13.0,Completed,100.0
346,44961.0,Platinum End,TV,24.0,24.0,Completed,100.0
347,40351.0,Pokemon (2019),TV,136.0,3.0,Dropped,2.2058823529411766
348,14093.0,Pokemon Best Wishes! Season 2,TV,24.0,24.0,Completed,100.0
349,19291.0,Pokemon XY,TV,93.0,93.0,Completed,100.0
350,31592.0,Pokemon XY&Z,TV,47.0,47.0,Completed,100.0
351,30240.0,Prison School,TV,12.0,12.0,Completed,100.0
352,13601.0,Psycho-Pass,TV,22.0,22.0,Completed,100.0
353,23281.0,Psycho-Pass 2,TV,11.0,11.0,Completed,100.0
354,39491.0,Psycho-Pass 3,TV,8.0,8.0,Completed,100.0
355,31240.0,Re:Zero kara Hajimeru Isekai Seikatsu,TV,25.0,25.0,Completed,100.0
356,38414.0,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Movie,1.0,1.0,Completed,100.0
357,39587.0,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13.0,13.0,Completed,100.0
358,42203.0,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12.0,12.0,Completed,100.0
359,54857.0,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,TV,16.0,6.0,Watching,37.5
360,30015.0,ReLIFE,TV,13.0,13.0,Completed,100.0
361,38992.0,Rikei ga Koi ni Ochita no de Shoumei shitemita.,TV,12.0,12.0,Completed,100.0
362,32951.0,Rokudenashi Majutsu Koushi to Akashic Records,TV,12.0,12.0,Completed,100.0
363,23277.0,Saenai Heroine no Sodatekata,TV,12.0,12.0,Completed,100.0
364,33255.0,Saiki Kusuo no Ψ-nan,TV,120.0,120.0,Completed,100.0
365,34612.0,Saiki Kusuo no Ψ-nan 2,TV,24.0,24.0,Completed,100.0
366,38249.0,Saiki Kusuo no Ψ-nan: Kanketsu-hen,TV Special,1.0,1.0,Completed,100.0
367,32542.0,Sakamoto desu ga?,TV,12.0,12.0,Completed,100.0
368,13759.0,Sakura-sou no Pet na Kanojo,TV,24.0,24.0,Completed,100.0
369,205.0,Samurai Champloo,TV,26.0,26.0,Completed,100.0
370,35994.0,Satsuriku no Tenshi,TV,16.0,16.0,Completed,100.0
371,37450.0,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV,13.0,13.0,Completed,100.0
372,38329.0,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1.0,1.0,Completed,100.0
373,199.0,Sen to Chihiro no Kamikakushi,Movie,1.0,1.0,Completed,100.0
374,42351.0,Senpai ga Uzai Kouhai no Hanashi,TV,12.0,12.0,Completed,100.0
375,38759.0,Sewayaki Kitsune no Senko-san,TV,12.0,12.0,Completed,100.0
376,42395.0,Shakunetsu Kabaddi,TV,12.0,0.0,Plan to Watch,0.0
377,23273.0,Shigatsu wa Kimi no Uso,TV,22.0,22.0,Completed,100.0
378,58426.0,Shikanoko Nokonoko Koshitantan,TV,12.0,12.0,Completed,100.0
379,7724.0,Shiki,TV,22.0,22.0,Completed,100.0
380,29786.0,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV,12.0,12.0,Completed,100.0
381,16498.0,Shingeki no Kyojin,TV,25.0,25.0,Completed,100.0
382,25777.0,Shingeki no Kyojin Season 2,TV,12.0,12.0,Completed,100.0
383,35760.0,Shingeki no Kyojin Season 3,TV,12.0,12.0,Completed,100.0
384,38524.0,Shingeki no Kyojin Season 3 Part 2,TV,10.0,10.0,Completed,100.0
385,40028.0,Shingeki no Kyojin: The Final Season,TV,16.0,16.0,Completed,100.0
386,48583.0,Shingeki no Kyojin: The Final Season Part 2,TV,12.0,12.0,Completed,100.0
387,49858.0,Shinigami Bocchan to Kuro Maid 2nd Season,TV,12.0,12.0,Completed,100.0
388,56738.0,Shinigami Bocchan to Kuro Maid 3rd Season,TV,12.0,12.0,Completed,100.0
389,30.0,Shinseiki Evangelion,TV,26.0,26.0,Completed,100.0
390,32.0,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,1.0,1.0,Completed,100.0
391,40902.0,Shokugeki no Souma: Gou no Sara,TV,13.0,13.0,Completed,100.0
392,35788.0,Shokugeki no Souma: San no Sara,TV,12.0,12.0,Completed,100.0
393,39940.0,Shokugeki no Souma: Shin no Sara,TV,12.0,12.0,Completed,100.0
394,31914.0,Shoujo-tachi wa Kouya wo Mezasu,TV,12.0,12.0,Completed,100.0
395,32571.0,Shounen Ashibe: Go! Go! Goma-chan,TV,32.0,13.0,On-Hold,40.625
396,57810.0,Shoushimin Series,TV,10.0,10.0,Completed,100.0
397,170.0,Slam Dunk,TV,101.0,101.0,Completed,100.0
398,48849.0,Sonny Boy,TV,12.0,12.0,Completed,100.0
399,48736.0,Sono Bisque Doll wa Koi wo Suru,TV,12.0,12.0,Completed,100.0
400,3588.0,Soul Eater,TV,51.0,51.0,Completed,100.0
401,52991.0,Sousou no Frieren,TV,28.0,28.0,Completed,100.0
402,20057.0,Space☆Dandy,TV,13.0,13.0,Completed,100.0
403,50265.0,Spy x Family,TV,12.0,12.0,Completed,100.0
404,9253.0,Steins;Gate,TV,24.0,24.0,Completed,100.0
405,30484.0,Steins;Gate 0,TV,23.0,23.0,Completed,100.0
406,14289.0,Suki tte Ii na yo.,TV,13.0,13.0,Completed,100.0
407,47194.0,Summertime Render,TV,25.0,25.0,Completed,100.0
408,11757.0,Sword Art Online,TV,25.0,25.0,Completed,100.0
409,21881.0,Sword Art Online II,TV,24.0,24.0,Completed,100.0
410,36474.0,Sword Art Online: Alicization,TV,24.0,24.0,Completed,100.0
411,39597.0,Sword Art Online: Alicization - War of Underworld,TV,12.0,12.0,Completed,100.0
412,40540.0,Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11.0,11.0,Completed,100.0
413,21647.0,Tamako Love Story,Movie,1.0,1.0,Completed,100.0
414,16417.0,Tamako Market,TV,12.0,12.0,Completed,100.0
415,32093.0,Tanaka-kun wa Itsumo Kedaruge,TV,12.0,12.0,Completed,100.0
416,35790.0,Tate no Yuusha no Nariagari,TV,25.0,25.0,Completed,100.0
417,40356.0,Tate no Yuusha no Nariagari Season 2,TV,13.0,13.0,Completed,100.0
418,38826.0,Tenki no Ko,Movie,1.0,1.0,Completed,100.0
419,37430.0,Tensei shitara Slime Datta Ken,TV,24.0,24.0,Completed,100.0
420,39551.0,Tensei shitara Slime Datta Ken 2nd Season,TV,12.0,12.0,Completed,100.0
421,41487.0,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12.0,12.0,Completed,100.0
422,53580.0,Tensei shitara Slime Datta Ken 3rd Season,TV,24.0,24.0,Watching,100.0
423,38793.0,Tensei shitara Slime Datta Ken OVA,OVA,5.0,5.0,Completed,100.0
424,41488.0,Tensura Nikki: Tensei shitara Slime Datta Ken,TV,12.0,12.0,Completed,100.0
425,41353.0,The God of High School,TV,13.0,13.0,Completed,100.0
426,13663.0,To LOVE-Ru Darkness,TV,12.0,12.0,Completed,100.0
427,28979.0,To LOVE-Ru Darkness 2nd,TV,12.0,12.0,Completed,100.0
428,6213.0,Toaru Kagaku no Railgun,TV,24.0,24.0,Completed,100.0
429,16049.0,Toaru Kagaku no Railgun S,TV,24.0,24.0,Completed,100.0
430,38481.0,Toaru Kagaku no Railgun T,TV,25.0,25.0,Completed,100.0
431,2236.0,Toki wo Kakeru Shoujo,Movie,1.0,1.0,Completed,100.0
432,54744.0,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,TV,12.0,12.0,Completed,100.0
433,22319.0,Tokyo Ghoul,TV,12.0,12.0,Completed,100.0
434,27899.0,Tokyo Ghoul √A,TV,12.0,12.0,Completed,100.0
435,30458.0,"Tokyo Ghoul: ""Jack""",OVA,1.0,1.0,Completed,100.0
436,31297.0,"Tokyo Ghoul: ""Pinto""",OVA,1.0,1.0,Completed,100.0
437,36511.0,Tokyo Ghoul:re,TV,12.0,12.0,Completed,100.0
438,37799.0,Tokyo Ghoul:re 2nd Season,TV,12.0,12.0,Completed,100.0
439,42249.0,Tokyo Revengers,TV,24.0,24.0,Completed,100.0
440,50273.0,Tomodachi Game,TV,12.0,12.0,Completed,100.0
441,14227.0,Tonari no Kaibutsu-kun,TV,13.0,13.0,Completed,100.0
442,523.0,Tonari no Totoro,Movie,1.0,1.0,Completed,100.0
443,41389.0,Tonikaku Kawaii,TV,12.0,12.0,Completed,100.0
444,4224.0,Toradora!,TV,25.0,25.0,Completed,100.0
445,25157.0,Trinity Seven,TV,12.0,12.0,Completed,100.0
446,34822.0,Tsuki ga Kirei,TV,12.0,12.0,Completed,100.0
447,34902.0,Tsurezure Children,TV,12.0,12.0,Completed,100.0
448,38573.0,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,TV,12.0,12.0,Completed,100.0
449,40333.0,Uzumaki,TV,4.0,2.0,Watching,50.0
450,37521.0,Vinland Saga,TV,24.0,24.0,Completed,100.0
451,49387.0,Vinland Saga Season 2,TV,24.0,24.0,Completed,100.0
452,33352.0,Violet Evergarden,TV,13.0,13.0,Completed,100.0
453,53672.0,Violet Evergarden: Recollections,Special,1.0,1.0,Completed,100.0
454,32899.0,Watashi ga Motete Dousunda,TV,12.0,12.0,Completed,100.0
455,54900.0,Wind Breaker,TV,13.0,13.0,Completed,100.0
456,35968.0,Wotaku ni Koi wa Muzukashii,TV,11.0,11.0,Completed,100.0
457,14813.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13.0,13.0,Completed,100.0
458,39547.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,12.0,12.0,Completed,100.0
459,23847.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13.0,13.0,Completed,100.0
460,37779.0,Yakusoku no Neverland,TV,12.0,12.0,Completed,100.0
461,39617.0,Yakusoku no Neverland 2nd Season,TV,11.0,11.0,Completed,100.0
462,7785.0,Yojouhan Shinwa Taikei,TV,11.0,11.0,Completed,100.0
463,51692.0,Yoru wa Neko to Issho,TV,30.0,30.0,Completed,100.0
464,32615.0,Youjo Senki,TV,12.0,12.0,Completed,100.0
465,48365.0,Youkai Watch ♪,TV,98.0,98.0,Completed,100.0
466,35507.0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,12.0,12.0,Completed,100.0
467,51096.0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV,13.0,13.0,Completed,100.0
468,51180.0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,TV,13.0,13.0,Completed,100.0
469,32995.0,Yuri!!! on Ice,TV,12.0,12.0,Completed,100.0
470,23283.0,Zankyou no Terror,TV,11.0,11.0,Completed,100.0
471,1195.0,Zero no Tsukaima,TV,13.0,13.0,Completed,100.0
472,16005.0,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,12.0,12.0,Completed,100.0
473,54112.0,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,TV,12.0,12.0,Completed,100.0
474,55791.0,[Oshi no Ko] 2nd Season,TV,13.0,13.0,Completed,100.0
